"name","shop","host2_shop_url","host2_profile_url","photo_source_url","shop_monthly_rank","collected_at"
"飛龍","ALLWHITE TERRACE","https://www.host2.jp/shop/allwhiteterrace/index.html","https://www.host2.jp/shop/allwhiteterrace/hiryu/index.html","https://www.host2.jp/shop/allwhiteterrace/hiryu/pr01-thum.jpg","1","2026-09-24"
"七瀬るい","alpha by ACQUA -本店-","https://www.host2.jp/shop/alpha1/index.html","https://www.host2.jp/shop/alpha1/rui/index.html","https://www.host2.jp/shop/alpha1/rui/pr01-thum.jpg","1","2026-09-24"
"銀次","ANARCHY -本店-","https://www.host2.jp/shop/anarchy/index.html","https://www.host2.jp/shop/anarchy/x/index.html","https://www.host2.jp/shop/anarchy/x/pr01-thum.jpg","1","2026-09-24"
"涼風大翔","ANTIQUE direction","https://www.host2.jp/shop/antique/index.html","https://www.host2.jp/shop/antique/hiroto/index.html","https://www.host2.jp/shop/antique/hiroto/pr01-thum.jpg","1","2026-09-24"
"黒向燈弥","AOI -TOKYO-","https://www.host2.jp/shop/aoi/index.html","https://www.host2.jp/shop/aoi/toya/index.html","https://www.host2.jp/shop/aoi/toya/pr01-thum.jpg","1","2026-09-24"
"凜成","APiTS","https://www.host2.jp/shop/apits/index.html","https://www.host2.jp/shop/apits/rinsei/index.html","https://www.host2.jp/shop/apits/rinsei/pr01-thum.jpg","1","2026-09-24"
"美堂春樹","ARIEL","https://www.host2.jp/shop/arielspring/index.html","https://www.host2.jp/shop/arielspring/haruki/index.html","https://www.host2.jp/shop/arielspring/haruki/pr01-thum.jpg","1","2026-09-24"
"真人","ASCENT","https://www.host2.jp/shop/ascent/index.html","https://www.host2.jp/shop/ascent/masato/index.html","https://www.host2.jp/shop/ascent/masato/pr01-thum.jpg","1","2026-09-24"
"華宮 慧","ATTRA","https://www.host2.jp/shop/attra/index.html","https://www.host2.jp/shop/attra/kei/index.html","https://www.host2.jp/shop/attra/kei/pr01-thum.jpg","1","2026-09-24"
"晴人","AUB","https://www.host2.jp/shop/aub/index.html","https://www.host2.jp/shop/aub/haruto02/index.html","https://www.host2.jp/shop/aub/haruto02/pr01-thum.jpg","1","2026-09-24"
"帝リキヤ","AVALON","https://www.host2.jp/shop/avalon01/index.html","https://www.host2.jp/shop/avalon01/rikiya/index.html","https://www.host2.jp/shop/avalon01/rikiya/pr01-thum.jpg","1","2026-09-24"
"志垣 翔","AWAKE","https://www.host2.jp/shop/awake/index.html","https://www.host2.jp/shop/awake/guriko/index.html","https://www.host2.jp/shop/awake/guriko/pr01-thum.jpg","1","2026-09-24"
"V","AXEL by ACQUA","https://www.host2.jp/shop/axel/index.html","https://www.host2.jp/shop/axel/v/index.html","https://www.host2.jp/shop/axel/v/pr01-thum.jpg","1","2026-09-24"
"桜乃ハル","AXIOM","https://www.host2.jp/shop/axiom/index.html","https://www.host2.jp/shop/axiom/haru01/index.html","https://www.host2.jp/shop/axiom/haru01/pr01-thum.jpg","1","2026-09-24"
"夜風冬夜","B.T.S  -HONTEN-","https://www.host2.jp/shop/bts02/index.html","https://www.host2.jp/shop/bts02/toya/index.html","https://www.host2.jp/shop/bts02/toya/pr01-thum.jpg","1","2026-09-24"
"七星 蒼","BABY","https://www.host2.jp/shop/baby/index.html","https://www.host2.jp/shop/baby/aoi/index.html","https://www.host2.jp/shop/baby/aoi/pr01-thum.jpg","1","2026-09-24"
"天堂ゆうま","BEAT CRUSH-TOKYO-","https://www.host2.jp/shop/beat_crush_tokyo/index.html","https://www.host2.jp/shop/beat_crush_tokyo/yuma/index.html","https://www.host2.jp/shop/beat_crush_tokyo/yuma/pr01-thum.jpg","1","2026-09-24"
"南 桜","BLACK","https://www.host2.jp/shop/black_gd/index.html","https://www.host2.jp/shop/black_gd/sakura/index.html","https://www.host2.jp/shop/black_gd/sakura/pr01-thum.jpg","1","2026-09-24"
"天音シン","BLACK DIAMOND CLUB","https://www.host2.jp/shop/blackdiamond01/index.html","https://www.host2.jp/shop/blackdiamond01/shin01/index.html","https://www.host2.jp/shop/blackdiamond01/shin01/pr01-thum.jpg","1","2026-09-24"
"一条逢夢","BLUE","https://www.host2.jp/shop/blue/index.html","https://www.host2.jp/shop/blue/amu/index.html","https://www.host2.jp/shop/blue/amu/pr01-thum.jpg","1","2026-09-24"
"桜木大夢","Blue Rose","https://www.host2.jp/shop/bluerose01/index.html","https://www.host2.jp/shop/bluerose01/hiromu/index.html","https://www.host2.jp/shop/bluerose01/hiromu/pr01-thum.jpg","1","2026-09-24"
"咲夜 蓮","BOY","https://www.host2.jp/shop/boy/index.html","https://www.host2.jp/shop/boy/ren/index.html","https://www.host2.jp/shop/boy/ren/pr01-thum.jpg","1","2026-09-24"
"一ノ瀬エイト","CANDY","https://www.host2.jp/shop/candy01/index.html","https://www.host2.jp/shop/candy01/eito01/index.html","https://www.host2.jp/shop/candy01/eito01/pr01-thum.jpg","1","2026-09-24"
"める","CANDYS DIAMOND","https://www.host2.jp/shop/candys_diamond/index.html","https://www.host2.jp/shop/candys_diamond/meru/index.html","https://www.host2.jp/shop/candys_diamond/meru/pr01-thum.jpg","1","2026-09-24"
"柴犬癒人","CANDYS FILM","https://www.host2.jp/shop/candysfilm/index.html","https://www.host2.jp/shop/candysfilm/yuto01/index.html","https://www.host2.jp/shop/candysfilm/yuto01/pr01-thum.jpg","1","2026-09-24"
"華神集也","CANDYS GOD","https://www.host2.jp/shop/candys_god/index.html","https://www.host2.jp/shop/candys_god/shuya/index.html","https://www.host2.jp/shop/candys_god/shuya/pr01-thum.jpg","1","2026-09-24"
"おれじゃないと","CANDYS GOD -EATER-","https://www.host2.jp/shop/candys_god02/index.html","https://www.host2.jp/shop/candys_god02/naito/index.html","https://www.host2.jp/shop/candys_god02/naito/pr01-thum.jpg","1","2026-09-24"
"アレン","CANDYS HEAVEN","https://www.host2.jp/shop/heaven_gd/index.html","https://www.host2.jp/shop/heaven_gd/aren/index.html","https://www.host2.jp/shop/heaven_gd/aren/pr01-thum.jpg","1","2026-09-24"
"皇あとむ","Celeste","https://www.host2.jp/shop/celeste01/index.html","https://www.host2.jp/shop/celeste01/atomu/index.html","https://www.host2.jp/shop/celeste01/atomu/pr01-thum.jpg","1","2026-09-24"
"轟メルト","CENTURY TOKYO","https://www.host2.jp/shop/century02/index.html","https://www.host2.jp/shop/century02/merusedesu/index.html","https://www.host2.jp/shop/century02/merusedesu/pr01-thum.jpg","1","2026-09-24"
"成宮星翔","Chloe -Queens-","https://www.host2.jp/shop/chloe02/index.html","https://www.host2.jp/shop/chloe02/seito/index.html","https://www.host2.jp/shop/chloe02/seito/pr01-thum.jpg","1","2026-09-24"
"ゆいと","CIEL","https://www.host2.jp/shop/ciel/index.html","https://www.host2.jp/shop/ciel/yuito/index.html","https://www.host2.jp/shop/ciel/yuito/pr01-thum.jpg","1","2026-09-24"
"智也","CLASSIC JAPAN","https://www.host2.jp/shop/classicJapan/index.html","https://www.host2.jp/shop/classicJapan/tomoya/index.html","https://www.host2.jp/shop/classicJapan/tomoya/pr01-thum.jpg","1","2026-09-24"
"渉","CLASSY","https://www.host2.jp/shop/classy_bj/index.html","https://www.host2.jp/shop/classy_bj/wataru/index.html","https://www.host2.jp/shop/classy_bj/wataru/pr01-thum.jpg","1","2026-09-24"
"パクセロイ","club -FAIRY-","https://www.host2.jp/shop/c_fairy/index.html","https://www.host2.jp/shop/c_fairy/kota/index.html","https://www.host2.jp/shop/c_fairy/kota/pr01-thum.jpg","1","2026-09-24"
"鳳 零","club -僕らの森-","https://www.host2.jp/shop/hatch_boku/index.html","https://www.host2.jp/shop/hatch_boku/rei/index.html","https://www.host2.jp/shop/hatch_boku/rei/pr01-thum.jpg","1","2026-09-24"
"七瀬 紬","club nika","https://www.host2.jp/shop/nika/index.html","https://www.host2.jp/shop/nika/tsumugi/index.html","https://www.host2.jp/shop/nika/tsumugi/pr01-thum.jpg","1","2026-09-24"
"とわ","Cruise","https://www.host2.jp/shop/cruise/index.html","https://www.host2.jp/shop/cruise/towa2/index.html","https://www.host2.jp/shop/cruise/towa2/pr01-thum.jpg","1","2026-09-24"
"いより","CRYSTAL","https://www.host2.jp/shop/crystal02/index.html","https://www.host2.jp/shop/crystal02/iyori/index.html","https://www.host2.jp/shop/crystal02/iyori/pr01-thum.jpg","1","2026-09-24"
"達也","CURE","https://www.host2.jp/shop/cure/index.html","https://www.host2.jp/shop/cure/tatuya/index.html","https://www.host2.jp/shop/cure/tatuya/pr01-thum.jpg","1","2026-09-24"
"ディエゴ","DEAR'S ACE","https://www.host2.jp/shop/dearsaces01/index.html","https://www.host2.jp/shop/dearsaces01/dhiego/index.html","https://www.host2.jp/shop/dearsaces01/dhiego/pr01-thum.jpg","1","2026-09-24"
"月城 翠","DEAR'S ACE -CRAY-G NEO-","https://www.host2.jp/shop/dearsacescraygneo/index.html","https://www.host2.jp/shop/dearsacescraygneo/sui/index.html","https://www.host2.jp/shop/dearsacescraygneo/sui/pr01-thum.jpg","1","2026-09-24"
"湊音かをる","Dear's CROWN","https://www.host2.jp/shop/dearscrown/index.html","https://www.host2.jp/shop/dearscrown/minato/index.html","https://www.host2.jp/shop/dearscrown/minato/pr01-thum.jpg","1","2026-09-24"
"山田太郎","Decent","https://www.host2.jp/shop/decent/index.html","https://www.host2.jp/shop/decent/taro/index.html","https://www.host2.jp/shop/decent/taro/pr01-thum.jpg","1","2026-09-24"
"儚い世界","DEEP","https://www.host2.jp/shop/deep03/index.html","https://www.host2.jp/shop/deep03/sekai/index.html","https://www.host2.jp/shop/deep03/sekai/pr01-thum.jpg","1","2026-09-24"
"水瀬悠斗","Deray","https://www.host2.jp/shop/deray/index.html","https://www.host2.jp/shop/deray/yuto/index.html","https://www.host2.jp/shop/deray/yuto/pr01-thum.jpg","1","2026-09-24"
"金城 秋","Dewl","https://www.host2.jp/shop/dewl/index.html","https://www.host2.jp/shop/dewl/aki/index.html","https://www.host2.jp/shop/dewl/aki/pr01-thum.jpg","1","2026-09-24"
"流川 れおん","Dio","https://www.host2.jp/shop/dio2/index.html","https://www.host2.jp/shop/dio2/reon/index.html","https://www.host2.jp/shop/dio2/reon/pr01-thum.jpg","1","2026-09-24"
"#にゃんぱり","DOLCE1","https://www.host2.jp/shop/dolce1/index.html","https://www.host2.jp/shop/dolce1/nyanpari/index.html","https://www.host2.jp/shop/dolce1/nyanpari/pr01-thum.jpg","1","2026-09-24"
"かーいーだよー","DREAM本店","https://www.host2.jp/shop/dreamgd/index.html","https://www.host2.jp/shop/dreamgd/kaidayo/index.html","https://www.host2.jp/shop/dreamgd/kaidayo/pr01-thum.jpg","1","2026-09-24"
"中村 有","Drop","https://www.host2.jp/shop/drop/index.html","https://www.host2.jp/shop/drop/yu02/index.html","https://www.host2.jp/shop/drop/yu02/pr01-thum.jpg","1","2026-09-24"
"ダイア","EARTH","https://www.host2.jp/shop/earth3/index.html","https://www.host2.jp/shop/earth3/daia/index.html","https://www.host2.jp/shop/earth3/daia/pr01-thum.jpg","1","2026-09-24"
"颯天","ellie","https://www.host2.jp/shop/ellie/index.html","https://www.host2.jp/shop/ellie/hayate/index.html","https://www.host2.jp/shop/ellie/hayate/pr01-thum.jpg","1","2026-09-24"
"橘 詩音","Emma -Queens-","https://www.host2.jp/shop/emma/index.html","https://www.host2.jp/shop/emma/shion/index.html","https://www.host2.jp/shop/emma/shion/pr01-thum.jpg","1","2026-09-24"
"なつきひなた","EPISODE -by groupdandy-","https://www.host2.jp/shop/episode_/index.html","https://www.host2.jp/shop/episode_/hinata2/index.html","https://www.host2.jp/shop/episode_/hinata2/pr01-thum.jpg","1","2026-09-24"
"七瀬北斗","FACE","https://www.host2.jp/shop/face01/index.html","https://www.host2.jp/shop/face01/hokuto/index.html","https://www.host2.jp/shop/face01/hokuto/pr01-thum.jpg","1","2026-09-24"
"皇 要","FANCY","https://www.host2.jp/shop/fancy/index.html","https://www.host2.jp/shop/fancy/kaname/index.html","https://www.host2.jp/shop/fancy/kaname/pr01-thum.jpg","1","2026-09-24"
"帝 世那","FILIA","https://www.host2.jp/shop/filia/index.html","https://www.host2.jp/shop/filia/sena/index.html","https://www.host2.jp/shop/filia/sena/pr01-thum.jpg","1","2026-09-24"
"バサバサ翼","FILIA plus","https://www.host2.jp/shop/filiaplus/index.html","https://www.host2.jp/shop/filiaplus/tsubasa/index.html","https://www.host2.jp/shop/filiaplus/tsubasa/pr01-thum.jpg","1","2026-09-24"
"午後レイジ","FioRe","https://www.host2.jp/shop/fiore01/index.html","https://www.host2.jp/shop/fiore01/reiji/index.html","https://www.host2.jp/shop/fiore01/reiji/pr01-thum.jpg","1","2026-09-24"
"星空","FUYUTSUKI -Chocolat-","https://www.host2.jp/shop/fuyutsuki/index.html","https://www.host2.jp/shop/fuyutsuki/sera/index.html","https://www.host2.jp/shop/fuyutsuki/sera/pr01-thum.jpg","1","2026-09-24"
"ほへとに伊呂波","FUYUTSUKI -DeZon-","https://www.host2.jp/shop/dezon01/index.html","https://www.host2.jp/shop/dezon01/iroha01/index.html","https://www.host2.jp/shop/dezon01/iroha01/pr01-thum.jpg","1","2026-09-24"
"水咲 天","FUYUTSUKI -Duo-","https://www.host2.jp/shop/dezonduo/index.html","https://www.host2.jp/shop/dezonduo/ten02/index.html","https://www.host2.jp/shop/dezonduo/ten02/pr01-thum.jpg","1","2026-09-24"
"夏目","FUYUTSUKI -P2-","https://www.host2.jp/shop/p202/index.html","https://www.host2.jp/shop/p202/natsume/index.html","https://www.host2.jp/shop/p202/natsume/pr01-thum.jpg","1","2026-09-24"
"九条星音","FUYUTSUKI -PARTY-","https://www.host2.jp/shop/fuyutsuki_2/index.html","https://www.host2.jp/shop/fuyutsuki_2/shion/index.html","https://www.host2.jp/shop/fuyutsuki_2/shion/pr01-thum.jpg","1","2026-09-24"
"エル","FUYUTSUKI -PLUS-","https://www.host2.jp/shop/plus01/index.html","https://www.host2.jp/shop/plus01/eru/index.html","https://www.host2.jp/shop/plus01/eru/pr01-thum.jpg","1","2026-09-24"
"姫乃 昴","FUYUTSUKI -PURGE-","https://www.host2.jp/shop/purge/index.html","https://www.host2.jp/shop/purge/subaru/index.html","https://www.host2.jp/shop/purge/subaru/pr01-thum.jpg","1","2026-09-24"
"神楽テフン","GARDEN","https://www.host2.jp/shop/garden01/index.html","https://www.host2.jp/shop/garden01/tefun/index.html","https://www.host2.jp/shop/garden01/tefun/pr01-thum.jpg","1","2026-09-24"
"黒白メイ","GENTLY TOKYO","https://www.host2.jp/shop/gentlytokyo/index.html","https://www.host2.jp/shop/gentlytokyo/mei01/index.html","https://www.host2.jp/shop/gentlytokyo/mei01/pr01-thum.jpg","1","2026-09-24"
"あもん","GlitteR","https://www.host2.jp/shop/glitter/index.html","https://www.host2.jp/shop/glitter/amon/index.html","https://www.host2.jp/shop/glitter/amon/pr01-thum.jpg","1","2026-09-24"
"雪宮 椿","Glow","https://www.host2.jp/shop/glow01/index.html","https://www.host2.jp/shop/glow01/tsubaki/index.html","https://www.host2.jp/shop/glow01/tsubaki/pr01-thum.jpg","1","2026-09-24"
"REN","GMC","https://www.host2.jp/shop/gmc/index.html","https://www.host2.jp/shop/gmc/ren/index.html","https://www.host2.jp/shop/gmc/ren/pr01-thum.jpg","1","2026-09-24"
"平野ルカ","GOLD","https://www.host2.jp/shop/gold/index.html","https://www.host2.jp/shop/gold/ruka01/index.html","https://www.host2.jp/shop/gold/ruka01/pr01-thum.jpg","1","2026-09-24"
"酸りお","GR8","https://www.host2.jp/shop/gr8/index.html","https://www.host2.jp/shop/gr8/rio/index.html","https://www.host2.jp/shop/gr8/rio/pr01-thum.jpg","1","2026-09-24"
"天使かいと","GRAN -TOKYO-","https://www.host2.jp/shop/gran4/index.html","https://www.host2.jp/shop/gran4/kaito/index.html","https://www.host2.jp/shop/gran4/kaito/pr01-thum.jpg","1","2026-09-24"
"UTA","GRAND FES -by HAREM-","https://www.host2.jp/shop/grandfes/index.html","https://www.host2.jp/shop/grandfes/uta/index.html","https://www.host2.jp/shop/grandfes/uta/pr01-thum.jpg","1","2026-09-24"
"詠龍弥しおん","GREED -Men's LOUNGE-","https://www.host2.jp/shop/greed/index.html","https://www.host2.jp/shop/greed/shion/index.html","https://www.host2.jp/shop/greed/shion/pr01-thum.jpg","1","2026-09-24"
"天色りょーた","Guild -Since you…presents 俺だけがホストで異世界生活-","https://www.host2.jp/shop/guild/index.html","https://www.host2.jp/shop/guild/ryota/index.html","https://www.host2.jp/shop/guild/ryota/pr01-thum.jpg","1","2026-09-24"
"ともや","H2","https://www.host2.jp/shop/h201/index.html","https://www.host2.jp/shop/h201/tomoya01/index.html","https://www.host2.jp/shop/h201/tomoya01/pr01-thum.jpg","1","2026-09-24"
"紡","HANDSOME","https://www.host2.jp/shop/trend/index.html","https://www.host2.jp/shop/trend/tsumugu02/index.html","https://www.host2.jp/shop/trend/tsumugu02/pr01-thum.jpg","1","2026-09-24"
"一條レイヤ","HANG OVER","https://www.host2.jp/shop/hangover/index.html","https://www.host2.jp/shop/hangover/reiya/index.html","https://www.host2.jp/shop/hangover/reiya/pr01-thum.jpg","1","2026-09-24"
"あかねきっど","HANG OVER -ALBA-","https://www.host2.jp/shop/hangover_alba/index.html","https://www.host2.jp/shop/hangover_alba/akane/index.html","https://www.host2.jp/shop/hangover_alba/akane/pr01-thum.jpg","1","2026-09-24"
"来栖胡桃","HAPPY by ACQUA","https://www.host2.jp/shop/happy_by_acqua/index.html","https://www.host2.jp/shop/happy_by_acqua/kurumi/index.html","https://www.host2.jp/shop/happy_by_acqua/kurumi/pr01-thum.jpg","1","2026-09-24"
"早瀬 優","HAREM -総本店-","https://www.host2.jp/shop/harem001/index.html","https://www.host2.jp/shop/harem001/x/index.html","https://www.host2.jp/shop/harem001/x/pr01-thum.jpg","1","2026-09-24"
"美咲湊月","HAWKINS","https://www.host2.jp/shop/hawkins/index.html","https://www.host2.jp/shop/hawkins/mitsuki/index.html","https://www.host2.jp/shop/hawkins/mitsuki/pr01-thum.jpg","1","2026-09-24"
"あらし","HEAVEN","https://www.host2.jp/shop/heaven01/index.html","https://www.host2.jp/shop/heaven01/arashi02/index.html","https://www.host2.jp/shop/heaven01/arashi02/pr01-thum.jpg","1","2026-09-24"
"幸平創真","iKON","https://www.host2.jp/shop/ikon/index.html","https://www.host2.jp/shop/ikon/soma01/index.html","https://www.host2.jp/shop/ikon/soma01/pr01-thum.jpg","1","2026-09-24"
"いただ姫麻友","iKON -PARADISE-","https://www.host2.jp/shop/ikon_paradise/index.html","https://www.host2.jp/shop/ikon_paradise/mayu01/index.html","https://www.host2.jp/shop/ikon_paradise/mayu01/pr01-thum.jpg","1","2026-09-24"
"昊","jam","https://www.host2.jp/shop/jam/index.html","https://www.host2.jp/shop/jam/sora/index.html","https://www.host2.jp/shop/jam/sora/pr01-thum.jpg","1","2026-09-24"
"夜桜 春","JEANNE D'ARC","https://www.host2.jp/shop/jeannedarc01/index.html","https://www.host2.jp/shop/jeannedarc01/haru/index.html","https://www.host2.jp/shop/jeannedarc01/haru/pr01-thum.jpg","1","2026-09-24"
"水","L2","https://www.host2.jp/shop/l2/index.html","https://www.host2.jp/shop/l2/sui/index.html","https://www.host2.jp/shop/l2/sui/pr01-thum.jpg","1","2026-09-24"
"美月","Laguna","https://www.host2.jp/shop/laguna/index.html","https://www.host2.jp/shop/laguna/mitsuki/index.html","https://www.host2.jp/shop/laguna/mitsuki/pr01-thum.jpg","1","2026-09-24"
"美咲ユウ","LALA","https://www.host2.jp/shop/lala/index.html","https://www.host2.jp/shop/lala/yu01/index.html","https://www.host2.jp/shop/lala/yu01/pr01-thum.jpg","1","2026-09-24"
"水瀬 薫","LEGEND","https://www.host2.jp/shop/legend01/index.html","https://www.host2.jp/shop/legend01/kaoru02/index.html","https://www.host2.jp/shop/legend01/kaoru02/pr01-thum.jpg","1","2026-09-24"
"りーくん","LEX","https://www.host2.jp/shop/lex_gd/index.html","https://www.host2.jp/shop/lex_gd/rikun/index.html","https://www.host2.jp/shop/lex_gd/rikun/pr01-thum.jpg","1","2026-09-24"
"仁","LIFDRASIR","https://www.host2.jp/shop/lifdrasir/index.html","https://www.host2.jp/shop/lifdrasir/jin/index.html","https://www.host2.jp/shop/lifdrasir/jin/pr01-thum.jpg","1","2026-09-24"
"SHOZO","LIPS","https://www.host2.jp/shop/lips/index.html","https://www.host2.jp/shop/lips/shozo/index.html","https://www.host2.jp/shop/lips/shozo/pr01-thum.jpg","1","2026-09-24"
"るか","LSP -本店-","https://www.host2.jp/shop/lsp/index.html","https://www.host2.jp/shop/lsp/ruka/index.html","https://www.host2.jp/shop/lsp/ruka/pr01-thum.jpg","1","2026-09-24"
"吉野結平","LUCIR","https://www.host2.jp/shop/lucir2/index.html","https://www.host2.jp/shop/lucir2/kippei/index.html","https://www.host2.jp/shop/lucir2/kippei/pr01-thum.jpg","1","2026-09-24"
"カフネ","LUKE -Men's LOUNGE-","https://www.host2.jp/shop/luke/index.html","https://www.host2.jp/shop/luke/kafune/index.html","https://www.host2.jp/shop/luke/kafune/pr01-thum.jpg","1","2026-09-24"
"海瞳優真","Luminous","https://www.host2.jp/shop/luminous/index.html","https://www.host2.jp/shop/luminous/yuma/index.html","https://www.host2.jp/shop/luminous/yuma/pr01-thum.jpg","1","2026-09-24"
"神梛 仁","LUPINUS","https://www.host2.jp/shop/lupinis/index.html","https://www.host2.jp/shop/lupinis/jin/index.html","https://www.host2.jp/shop/lupinis/jin/pr01-thum.jpg","1","2026-09-24"
"隼","MAJESTY -NOVA-","https://www.host2.jp/shop/majesty_nova/index.html","https://www.host2.jp/shop/majesty_nova/jun/index.html","https://www.host2.jp/shop/majesty_nova/jun/pr01-thum.jpg","1","2026-09-24"
"一ノ瀬 乃愛","MAJESTY -SECOND-","https://www.host2.jp/shop/majesty_second/index.html","https://www.host2.jp/shop/majesty_second/noa/index.html","https://www.host2.jp/shop/majesty_second/noa/pr01-thum.jpg","1","2026-09-24"
"すい","MAJESTY -本店-","https://www.host2.jp/shop/majesty/index.html","https://www.host2.jp/shop/majesty/kei/index.html","https://www.host2.jp/shop/majesty/kei/pr01-thum.jpg","1","2026-09-24"
"立花 昴","MARVERICK -Men's LOUNGE the third-","https://www.host2.jp/shop/marverick_3rd/index.html","https://www.host2.jp/shop/marverick_3rd/subaru/index.html","https://www.host2.jp/shop/marverick_3rd/subaru/pr01-thum.jpg","1","2026-09-24"
"直樹","Men's & Queen","https://www.host2.jp/shop/mensandqueen/index.html","https://www.host2.jp/shop/mensandqueen/naoki01/index.html","https://www.host2.jp/shop/mensandqueen/naoki01/pr01-thum.jpg","1","2026-09-24"
"おおぞらあおい","Merci","https://www.host2.jp/shop/merci01/index.html","https://www.host2.jp/shop/merci01/aoi/index.html","https://www.host2.jp/shop/merci01/aoi/pr01-thum.jpg","1","2026-09-24"
"五十嵐 俊","MILDROUS","https://www.host2.jp/shop/mildrous/index.html","https://www.host2.jp/shop/mildrous/syun/index.html","https://www.host2.jp/shop/mildrous/syun/pr01-thum.jpg","1","2026-09-24"
"成瀬ねお（ねおぴ）","MINERVA -TOKYO-","https://www.host2.jp/shop/minerva/index.html","https://www.host2.jp/shop/minerva/neo/index.html","https://www.host2.jp/shop/minerva/neo/pr01-thum.jpg","1","2026-09-24"
"あき","NEO PLUS","https://www.host2.jp/shop/neoplus/index.html","https://www.host2.jp/shop/neoplus/aki/index.html","https://www.host2.jp/shop/neoplus/aki/pr01-thum.jpg","1","2026-09-24"
"如月 翔","NEXT -HAREM-","https://www.host2.jp/shop/nextharem/index.html","https://www.host2.jp/shop/nextharem/sho/index.html","https://www.host2.jp/shop/nextharem/sho/pr01-thum.jpg","1","2026-09-24"
"煌月 渉","No.9 by ACQUA","https://www.host2.jp/shop/no9/index.html","https://www.host2.jp/shop/no9/wataru01/index.html","https://www.host2.jp/shop/no9/wataru01/pr01-thum.jpg","1","2026-09-24"
"葵","Nyx","https://www.host2.jp/shop/nyx_k/index.html","https://www.host2.jp/shop/nyx_k/aoi/index.html","https://www.host2.jp/shop/nyx_k/aoi/pr01-thum.jpg","1","2026-09-24"
"恭馬","OPUST","https://www.host2.jp/shop/opust/index.html","https://www.host2.jp/shop/opust/kyoma/index.html","https://www.host2.jp/shop/opust/kyoma/pr01-thum.jpg","1","2026-09-24"
"瀬那 翔","OZONE -player's club-","https://www.host2.jp/shop/ozone/index.html","https://www.host2.jp/shop/ozone/kakeru02/index.html","https://www.host2.jp/shop/ozone/kakeru02/pr01-thum.jpg","1","2026-09-24"
"DIA","PINK","https://www.host2.jp/shop/pink/index.html","https://www.host2.jp/shop/pink/dia/index.html","https://www.host2.jp/shop/pink/dia/pr01-thum.jpg","1","2026-09-24"
